"id","field_name",,,
10603,"SUPERVISOR, RECORD PRESS",,,
10604,"SUPERVISOR, REFINING",,,
10605,"SUPERVISOR, REFRACTORY PRODUCTS",,,
10606,"SUPERVISOR, REINFORCED-STEEL-PLACING",,,
10607,"SUPERVISOR, REPULPING",,,
10608,"SUPERVISOR, RESEARCH DAIRY FARM",,,
10609,"SUPERVISOR, RESEARCH KENNEL",,,
10610,"SUPERVISOR, REVERBERATORY FURNACE",,,
10611,"SUPERVISOR, RICE MILLING",,,
10612,"SUPERVISOR, RIDE ASSEMBLY",,,
10613,"SUPERVISOR, RIDES",,,
10614,"SUPERVISOR, RIGGER",,,
10615,"SUPERVISOR, RIGHT-OF-WAY MAINTENANCE",,,
10616,"SUPERVISOR, RIPRAP PLACING",,,
10617,"SUPERVISOR, ROCKET PROPELLANT PLANT",,,
10618,"SUPERVISOR, ROLL SHOP",,,
10619,"SUPERVISOR, ROLLER PRINTING",,,
10620,"SUPERVISOR, ROLLER SHOP",,,
10621,"SUPERVISOR, ROOFING PLANT",,,
10622,"SUPERVISOR, ROSE-GRADING",,,
10623,"SUPERVISOR, ROUNDHOUSE",,,
10624,"SUPERVISOR, ROUTE SALES-DELIVERY DRIVERS",,,
10625,"SUPERVISOR, ROVING DEPARTMENT",,,
10626,"SUPERVISOR, RUBBER STAMPS AND DIES",,,
10627,"SUPERVISOR, RUG CLEANING",,,
10628,"SUPERVISOR, SAFETY DEPOSIT",,,
10629,"SUPERVISOR, SALVAGE",,,
10630,"SUPERVISOR, SAMPLE",,,
10631,"SUPERVISOR, SAMPLE PREPARATION",,,
10632,"SUPERVISOR, SANDBLASTER",,,
10633,"SUPERVISOR, SANDING",,,
10634,"SUPERVISOR, SAWING AND ASSEMBLY",,,
10635,"SUPERVISOR, SAWMILL",,,
10636,"SUPERVISOR, SCENIC ARTS",,,
10637,"SUPERVISOR, SCOURING PADS",,,
10638,"SUPERVISOR, SCRAP PREPARATION",,,
10639,"SUPERVISOR, SCREEN MAKING",,,
10640,"SUPERVISOR, SCREEN PRINTING",,,
10641,"SUPERVISOR, SECURITIES VAULT",,,
10642,"SUPERVISOR, SEWER MAINTENANCE",,,
10643,"SUPERVISOR, SEWING DEPARTMENT",,,
10644,"SUPERVISOR, SEWING ROOM",,,
10645,"SUPERVISOR, SHEARING",,,
10646,"SUPERVISOR, SHED WORKERS",,,
10647,"SUPERVISOR, SHEET MANUFACTURING",,,
10648,"SUPERVISOR, SHELLFISH FARMING",,,
10649,"SUPERVISOR, SHIPFITTERS",,,
10650,"SUPERVISOR, SHIPPING",,,
10651,"SUPERVISOR, SHIPPING TRACK",,,
10652,"SUPERVISOR, SHOP",,,
10653,"SUPERVISOR, SHOW OPERATIONS",,,
10654,"SUPERVISOR, SHUTTLE FITTING",,,
10655,"SUPERVISOR, SHUTTLE PREPARATION",,,
10656,"SUPERVISOR, SHUTTLE VENEERING",,,
10657,"SUPERVISOR, SIGN SHOP",,,
10658,"SUPERVISOR, SILK-SCREEN CUTTING AND PRINTING",,,
10659,"SUPERVISOR, SILVERING DEPARTMENT",,,
10660,"SUPERVISOR, SINTERING PLANT",,,
10661,"SUPERVISOR, SKI PRODUCTION",,,
10662,"SUPERVISOR, SLATE SPLITTING",,,
10663,"SUPERVISOR, SLITTING-AND-SHIPPING",,,
10664,"SUPERVISOR, SMALL APPLIANCE ASSEMBLY",,,
10665,"SUPERVISOR, SMOKE CONTROL",,,
10666,"SUPERVISOR, SOAKERS",,,
10667,"SUPERVISOR, SOAKING PITS",,,
10668,"SUPERVISOR, SOFT SUGAR",,,
10669,"SUPERVISOR, SOLDER MAKING",,,
10670,"SUPERVISOR, SOUND TECHNICIAN",,,
10671,"SUPERVISOR, SPECIAL EDUCATION",,,
10672,"SUPERVISOR, SPECIALTY FOOD PRODUCTS",,,
10673,"SUPERVISOR, SPECIALTY MANUFACTURING",,,
10674,"SUPERVISOR, SPECIALTY PLANT",,,
10675,"SUPERVISOR, SPINNING",,,
10676,"SUPERVISOR, SPINNING AND WINDING",,,
10677,"SUPERVISOR, SPLIT AND DRUM ROOM",,,
10678,"SUPERVISOR, SPLIT LEATHER DEPARTMENT",,,
10679,"SUPERVISOR, SPRAY, LAWN AND TREE SERVICE",,,
10680,"SUPERVISOR, SPRING PRODUCTION",,,
10681,"SUPERVISOR, SPRING-UP",,,
10682,"SUPERVISOR, STATEMENT CLERKS",,,
10683,"SUPERVISOR, STAVE CUTTING",,,
10684,"SUPERVISOR, STEEL DIVISION",,,
10685,"SUPERVISOR, STEFFEN HOUSE",,,
10686,"SUPERVISOR, STENO POOL",,,
10687,"SUPERVISOR, STITCHING DEPARTMENT",,,
10688,"SUPERVISOR, STOCK RANCH",,,
10689,"SUPERVISOR, STRUCTURAL ROLLING-AND-FINISHING",,,
10690,"SUPERVISOR, STRUCTURAL-STEEL ERECTION",,,
10691,"SUPERVISOR, SUGAR HOUSE",,,
10692,"SUPERVISOR, SUGAR REFINERY",,,
10693,"SUPERVISOR, SULFURIC-ACID PLANT",,,
10694,"SUPERVISOR, SURGICAL GARMENT ASSEMBLY",,,
10695,"SUPERVISOR, SURVEY WORKERS",,,
10696,"SUPERVISOR, SWIMMING-POOL MAINTENANCE",,,
10697,"SUPERVISOR, SYRUP SHED",,,
10698,"SUPERVISOR, TAN ROOM",,,
10699,"SUPERVISOR, TANK CLEANING",,,
10700,"SUPERVISOR, TANK HOUSE",,,
10701,"SUPERVISOR, TANK STORAGE",,,
10702,"SUPERVISOR, TAPING",,,
10703,"SUPERVISOR, TAR DISTILLATION",,,
10704,"SUPERVISOR, TEA AND SPICE",,,
10705,"SUPERVISOR, TELECOMMUNICATOR",,,
10706,"SUPERVISOR, TELEGRAPHIC-TYPEWRITER OPERATORS",,,
10707,"SUPERVISOR, TELEPHONE CLERKS",,,
10708,"SUPERVISOR, TELEPHONE INFORMATION",,,
10709,"SUPERVISOR, TELLERS",,,
10710,"SUPERVISOR, TERRAZZO",,,
10711,"SUPERVISOR, THERMOSTATIC CONTROLS",,,
10712,"SUPERVISOR, THRESHING DEPARTMENT",,,
10713,"SUPERVISOR, TICKET SALES",,,
10714,"SUPERVISOR, TILE-AND-MOTTLE",,,
10715,"SUPERVISOR, TOILET-AND-LAUNDRY SOAP",,,
10716,"SUPERVISOR, TOWER",,,
10717,"SUPERVISOR, TOY ASSEMBLY",,,
10718,"SUPERVISOR, TOY PARTS FORMER",,,
10719,"SUPERVISOR, TRANSCRIBING OPERATORS",,,
10720,"SUPERVISOR, TRAVEL-INFORMATION CENTER",,,
10721,"SUPERVISOR, TREATING AND PUMPING",,,
10722,"SUPERVISOR, TREE-FRUIT-AND-NUT FARMING",,,
10723,"SUPERVISOR, TREE-TRIMMING",,,
10724,"SUPERVISOR, TRUST ACCOUNTS",,,
10725,"SUPERVISOR, TUBING",,,
10726,"SUPERVISOR, TUFTING",,,
10727,"SUPERVISOR, TUMBLERS",,,
10728,"SUPERVISOR, TUMBLING AND ROLLING",,,
10729,"SUPERVISOR, TUNNEL HEADING",,,
10730,"SUPERVISOR, TYPE PHOTOGRAPHY",,,
10731,"SUPERVISOR, TYPE-DISK QUALITY CONTROL",,,
10732,"SUPERVISOR, TYPESETTING",,,
10733,"SUPERVISOR, UNDERWRITING CLERKS",,,
10734,"SUPERVISOR, UPHOLSTERY DEPARTMENT",,,
10735,"SUPERVISOR, URANIUM PROCESSING",,,
10736,"SUPERVISOR, VACUUM METALIZING",,,
10737,"SUPERVISOR, VARNISH",,,
10738,"SUPERVISOR, VAT HOUSE",,,
10739,"SUPERVISOR, VEGETABLE FARMING",,,
10740,"SUPERVISOR, VENDOR QUALITY",,,
10741,"SUPERVISOR, VENEER",,,
10742,"SUPERVISOR, VINE-FRUIT FARMING",,,
10743,"SUPERVISOR, WALL MIRROR DEPARTMENT",,,
10744,"SUPERVISOR, WASH HOUSE",,,
10745,"SUPERVISOR, WATER SOFTENER SERVICE",,,
10746,"SUPERVISOR, WATER TREATMENT PLANT",,,
10747,"SUPERVISOR, WATERPROOFING",,,
10748,"SUPERVISOR, WEAVING",,,
10749,"SUPERVISOR, WEBBING",,,
10750,"SUPERVISOR, WELDING EQUIPMENT REPAIRER",,,
10751,"SUPERVISOR, WET END",,,
10752,"SUPERVISOR, WET POUR",,,
10753,"SUPERVISOR, WET ROOM",,,
10754,"SUPERVISOR, WHEEL SHOP",,,
10755,"SUPERVISOR, WHIPPED TOPPING",,,
10756,"SUPERVISOR, WHITE SUGAR",,,
10757,"SUPERVISOR, WINDING AND TWISTING DEPARTMENT",,,
10758,"SUPERVISOR, WIRE-ROPE FABRICATION",,,
10759,"SUPERVISOR, WOOD ROOM",,,
10760,"SUPERVISOR, WOOD-CREW",,,
10761,"SUPERVISOR, WOOL-SHEARING",,,
10762,"SUPERVISOR, WORD PROCESSING",,,
10763,"SUPERVISOR, YARD",,,
10764,"SUPERVISOR, YARN PREPARATION",,,
10765,"SUPERVISORY WASTEWATER-TREATMENT-PLANT OPERATOR",,,
10766,"SUPPLIES PACKER",,,
10767,"SUPPLY CLERK",,,
10768,"SUPPLY CONTROLLER",,,
10769,"Supply Teacher",,,
10770,"SUPPOSITORY-MOLDING-MACHINE OPERATOR",,,
10771,"SURFACE SUPERVISOR",,,
10772,"SURFACE-PLATE FINISHER",,,
10773,"SURFBOARD MAKER",,,
10774,"SURGEON",,,
10775,"SURGICAL TECHNICIAN",,,
10776,"SURGICAL-DRESSING MAKER",,,
10777,"SURGICAL-ELASTIC KNITTER, HAND FRAME",,,
10778,"SURGICAL-FORCEPS FABRICATOR",,,
10779,"SURVEILLANCE-SYSTEM MONITOR",,,
10780,"SURVEY WORKER",,,
10781,"Surveyor",,,
10782,"SURVEYOR ASSISTANT, INSTRUMENTS",,,
10783,"SURVEYOR HELPER",,,
10784,"SURVEYOR, GEODETIC",,,
10785,"SURVEYOR, GEOPHYSICAL PROSPECTING",,,
10786,"SURVEYOR, MARINE",,,
10787,"SURVEYOR, MINE",,,
10788,"SURVEYOR, OIL-WELL DIRECTIONAL",,,
10789,"SURVIVAL SPECIALIST",,,
10790,"SURVIVAL-EQUIPMENT REPAIRER",,,
10791,"SUTURE POLISHER",,,
10792,"SUTURE WINDER, HAND",,,
10793,"SWAGE TENDER",,,
10794,"SWAGER OPERATOR",,,
10795,"SWAGING-MACHINE ADJUSTER",,,
10796,"SWAGING-MACHINE OPERATOR",,,
10797,"SWATCH CHECKER",,,
10798,"SWATCH CLERK",,,
10799,"SWEATBAND FLANGER",,,
10800,"SWEATBAND SEPARATOR",,,
10801,"SWEATBAND SHAPER",,,
10802,"SWEATBAND-CUTTING-MACHINE OPERATOR",,,
10803,"SWEDGER",,,
10804,"SWEEPER-BRUSH MAKER, MACHINE",,,
10805,"SWEEPER-CLEANER, INDUSTRIAL",,,
10806,"SWEEPING-COMPOUND BLENDER",,,
10807,"SWEEP-PRESS OPERATOR",,,
10808,"SWEET-GOODS-MACHINE OPERATOR",,,
10809,"SWEET-POTATO DISINTEGRATOR",,,
10810,"SWIMMING POOL INSTALLER-AND-SERVICER",,,
10811,"SWIMMING-POOL SERVICER",,,
10812,"SWING-TYPE-LATHE OPERATOR",,,
10813,"SWITCH INSPECTOR",,,
10814,"SWITCH REPAIRER",,,
10815,"SWITCH TENDER",,,
10816,"SWITCHBOARD OPERATOR",,,
10817,"SWITCHBOARD OPERATOR ASSISTANT",,,
10818,"SWITCHBOARD OPERATOR, POLICE DISTRICT",,,
10819,"SWITCHBOX ASSEMBLER I",," HEAD)",
10820,"SYMBOL STAMPER, SEMICONDUCTOR PACKAGES",,,
10821,"SYNTHETIC-FILAMENT EXTRUDER",,,
10822,"SYNTHETIC-GEM-PRESS OPERATOR",,,
10823,"SYNTHETIC-STAPLE EXTRUDER",,,
10824,"SYRUP MAKER",,,
10825,"SYRUP MIXER",,,
10826,"SYRUP-MIXER ASSISTANT",,,
10827,"SYSTEMS ANALYST",,,
10828,"Systems Engineer",,,
10829,"Systems Manager",,,
10830,"SYSTEMS PROGRAMMER",,,
10831,"TABBER",,,
10832,"TAB-CARD-PRESS OPERATOR",,,
10833,"TABLE HAND",,,
10834,"TABLE OPERATOR",,,
10835,"TABLE TENDER",,,
10836,"TABLE WORKER",,,
10837,"TABLE-COVER FOLDER",,,
10838,"TABLET TESTER",,,
10839,"TABLET-MACHINE OPERATOR",,,
10840,"TABLET-MAKING-MACHINE OPERATOR",,,
10841,"TABLET-MAKING-MACHINE-OPERATOR HELPER",,,
10842,"TABLE-TOP TILE SETTER",,,
10843,"TAB-MACHINE OPERATOR",,,
10844,"Tachograph Analyst",,,
10845,"TACK PULLER",,,
10846,"TACK PULLER, MACHINE",,,
10847,"Tacker",,,
10848,"TACKING-MACHINE OPERATOR",,,
10849,"TAG-MACHINE OPERATOR",,,
10850,"TAG-PRESS OPERATOR",,,
10851,"TAILER",,,
10852,"TAILINGS-DAM LABORER",,,
10853,"Tailor",,,
10854,"TAILOR APPRENTICE, ALTERATION",,,
10855,"TAILOR APPRENTICE, CUSTOM",,,
10856,"TAKE-DOWN SORTER",,,
10857,"TAKER-OFF, HEMP FIBER",,,
10858,"TAKE-UP OPERATOR",,,
10859,"TALLIER",,,
10860,"TAMALE-MACHINE FEEDER",,,
10861,"TAMPING-MACHINE OPERATOR",,,
10862,"TANK AND AMPHIBIAN TRACTOR OPERATIONS CHIEF",,,
10863,"TANK ASSEMBLER",,,
10864,"TANK BUILDER AND ERECTOR",,,
10865,"TANK CALIBRATOR",,,
10866,"TANK CLEANER",,,
10867,"TANK CREWMEMBER",,,
10868,"TANK ERECTOR",,,
10869,"Tank Farm Operative",,,
10870,"TANK PUMPER, PANELBOARD",,,
10871,"TANK SETTER",,,
10872,"TANK TENDER",,,
10873,"TANKAGE SUPERVISOR",,,
10874,"TANK-CAR INSPECTOR",,,
10875,"TANKER",,,
10876,"Tanker Driver",,,
10877,"TANK-FARM ATTENDANT",,,
10878,"TANK-HOUSE OPERATOR",,,
10879,"TANK-HOUSE-OPERATOR HELPER",,,
10880,"TANKROOM TENDER",,,
10881,"TANK-SETTER HELPER",,,
10882,"TANK-TRUCK DRIVER",,,
10883,"Tanner",,,
10884,"TANNER, ROTARY DRUM, CONTINUOUS PROCESS",,,
10885,"TANNING-DRUM OPERATOR",,,
10886,"TANNING-SOLUTION MAKER",,,
10887,"TAP-AND-DIE-MAKER TECHNICIAN",,,
10888,"TAPE COATER",,,
10889,"TAPE LIBRARIAN",,,
10890,"TAPE STRINGER",,,
10891,"TAPE-FASTENER-MACHINE OPERATOR",,,
10892,"TAPE-FOLDING-MACHINE OPERATOR",,,
10893,"TAPE-MAKING-MACHINE OPERATOR",,,
10894,"TAPER",,,
10895,"TAPER OPERATOR",,,
10896,"TAPER, MACHINE",,,
10897,"TAPER, PRINTED CIRCUIT LAYOUT",,,
10898,"TAPE-RECORDER REPAIRER",,,
10899,"TAPPER",,,
10900,"TAPPER II",,,
10901,"TAPPER OPERATOR",,,
10902,"TAPPER SUPERVISOR",,,
10903,"TAPPER, BALANCE-WHEEL SCREW HOLE",,,
10904,"TAPPER, BIT",,,
10905,"TAPPER, HAND",,,
10906,"TAPPER, SHANK",,,
10907,"TAPROOM ATTENDANT",,,
10908,"TARE WEIGHER",,,
10909,"TARGET AIRCRAFT TECHNICIAN",,,
10910,"TARGET TRIMMER",,,
10911,"TARGETEER",,,
10912,"TARIFF INSPECTOR",,,
10913,"TARRING-MACHINE OPERATOR",,,
10914,"TASSEL-MAKING-MACHINE OPERATOR",,,
10915,"TASTER",,,
10916,"TATTOO ARTIST",,,
10917,"Tattooist",,,
10918,"Tax Advisor",,,
10919,"Tax Analyst",,,
10920,"Tax Assistant",,,
10921,"TAX ATTORNEY",,,
10922,"TAX CLERK",,,
10923,"Tax Consultant",,,
10924,"Tax Inspector",,,
10925,"Tax Manager",,,
10926,"Tax Officer",,,
10927,"TAX PREPARER",,,
10928,"Taxi Controller",,,
10929,"TAXI DRIVER",,,
10930,"TAXI SERVICER",,,
10931,"TAXICAB COORDINATOR",,,
10932,"TAXICAB STARTER",,,
10933,"Taxidermist",,,
10934,"TAXIMETER REPAIRER",,,
10935,"Tea Blender",,,
10936,"Tea Taster",,,
10937,"TEACHER",,,
10938,"TEACHER AIDE I",,,
10939,"TEACHER AIDE II",,,
10940,"TEACHER, ADULT EDUCATION",,,
10941,"TEACHER, ADVENTURE EDUCATION",,,
10942,"TEACHER, ART",,,
10943,"TEACHER, DRAMA",,,
10944,"TEACHER, ELEMENTARY SCHOOL",,,
10945,"TEACHER, EMOTIONALLY IMPAIRED",,,
10946,"TEACHER, HEARING IMPAIRED",,,
10947,"TEACHER, INDUSTRIAL ARTS",,,
10948,"TEACHER, KINDERGARTEN",,,
10949,"TEACHER, LEARNING DISABLED",,,
10950,"TEACHER, MENTALLY IMPAIRED",,,
10951,"TEACHER, MUSIC",,,
10952,"TEACHER, PHYSICALLY IMPAIRED",,,
10953,"TEACHER, PRESCHOOL",,,
10954,"TEACHER, RESOURCE",,,
10955,"TEACHER, SECONDARY SCHOOL",,,
10956,"TEACHER, VISUALLY IMPAIRED",,,
10957,"TEACHER, VOCATIONAL TRAINING",,,
10958,"Teachers Assistant",,,
10959,"TEAMSTER",,,
10960,"Technical Advisor",,,
10961,"Technical Analyst",,,
10962,"Technical Assistant",,,
10963,"Technical Author",,,
10964,"Technical Clerk",,,
10965,"TECHNICAL COORDINATOR",,,
10966,"Technical Co-ordinator",,,
10967,"Technical Director",,,
10968,"TECHNICAL DIRECTOR, CHEMICAL PLANT",,,
10969,"Technical Editor",,,
10970,"Technical Engineer",,,
10971,"TECHNICAL ILLUSTRATOR",,,
10972,"Technical Instructor",,,
10973,"Technical Liaison",,,
10974,"Technical Manager",,,
10975,"TECHNICAL OPERATOR",,,
10976,"TECHNICAL SUPPORT SPECIALIST",,,
10977,"TECHNICAL TRAINING COORDINATOR",,,
10978,"Technician",,,
10979,"TECHNICIAN, PLANT AND MAINTENANCE",,,
10980,"TECHNICIAN, SEMICONDUCTOR DEVELOPMENT",,,
10981,"TECHNICIAN, SUBMARINE CABLE EQUIPMENT",,,
10982,"Telecommunication",,,
10983,"Telecommunications",,,
10984,"TELECOMMUNICATOR",,,
10985,"TELEGRAPHER",,,
10986,"TELEGRAPHER AGENT",,,
10987,"TELEGRAPHIC-TYPEWRITER OPERATOR",,,
10988,"Telegraphist",,,
10989,"TELEGRAPH-PLANT MAINTAINER",,,
10990,"TELEGRAPH-SERVICE RATER",,,
10991,"Telemarketeer",,,
10992,"TELEPHONE CLERK, TELEGRAPH OFFICE",,,
10993,"Telephone Engineer",,,
10994,"TELEPHONE OPERATOR",,,
10995,"TELEPHONE OPERATOR, CHIEF",,,
10996,"TELEPHONE QUOTATION CLERK",,,
10997,"TELEPHONE SOLICITOR",,,
10998,"TELEPHONE-ANSWERING-SERVICE OPERATOR",,,
10999,"TELEPHONE-DIRECTORY DELIVERER",,,
11000,"TELEPHONE-DIRECTORY-DISTRIBUTOR DRIVER",,,
11001,"Telephonist",,,
11002,"Telesales Person",,,
11003,"Television Director",,,
11004,"Television Engineer",,,
11005,"TELEVISION INSTALLER",,,
11006,"Television Presenter",,,
11007,"Television Producer",,,
11008,"TELEVISION-AND-RADIO REPAIRER",,,
11009,"Telex Operator",,,
11010,"TELLER",,,
11011,"TELLER, HEAD",,,
11012,"TELLER, VAULT",,,
11013,"TEMPERATURE INSPECTOR",,,
11014,"TEMPERATURE REGULATOR, PYROMETER",,,
11015,"Temperature Time",,,
11016,"TEMPERATURE-CONTROL INSPECTOR",,,
11017,"TEMPERER",,,
11018,"TEMPLATE CUTTER",,,
11019,"TEMPLATE MAKER",,,
11020,"TEMPLATE MAKER, EXTRUSION DIE",,,
11021,"TEMPLATE MAKER, TRACK",,,
11022,"TEMPLATE REPRODUCTION TECHNICIAN",,,
11023,"Tennis Coach",,,
11024,"TENNIS-BALL COVERER, HAND",,,
11025,"TENNIS-BALL-COVER CEMENTER",,,
11026,"TENONER OPERATOR",,,
11027,"TENSIONING-MACHINE OPERATOR",,,
11028,"TENTER-FRAME OPERATOR",,,
11029,"TERMINAL-MAKEUP OPERATOR",,,
11030,"TERRAZZO FINISHER",,,
11031,"TERRAZZO WORKER",,,
11032,"TERRAZZO-TILE MAKER",,,
11033,"TERRAZZO-WORKER APPRENTICE",,,
11034,"TEST DRIVER I",,,
11035,"TEST DRIVER II",,,
11036,"TEST ENGINEER, AGRICULTURAL EQUIPMENT",,,
11037,"TEST ENGINEER, MARINE EQUIPMENT",,,
11038,"TEST ENGINEER, MECHANICAL EQUIPMENT",,,
11039,"TEST ENGINEER, MINING-AND-OIL-FIELD EQUIPMENT",,,
11040,"TEST ENGINEER, NUCLEAR EQUIPMENT",,,
11041,"TEST EQUIPMENT MECHANIC",,,
11042,"TEST FIXTURE ASSEMBLER",,,
11043,"TEST FIXTURE DESIGNER",,,
11044,"TEST PREPARER",,,
11045,"TEST TECHNICIAN",,,
11046,"TEST TECHNICIAN, SEMICONDUCTOR PROCESSING EQUIPMENT",,,
11047,"TEST WORKER",,,
11048,"TEST-DEPARTMENT HELPER",,,
11049,"TEST-DESK SUPERVISOR",,,
11050,"TEST-ENGINE EVALUATOR",,,
11051,"TEST-ENGINE OPERATOR",,,
11052,"TESTER",,,
11053,"TESTER AND INSPECTOR, LAMPS",,,
11054,"TESTER OPERATOR",,,
11055,"TESTER, COMPRESSED GASES",,,
11056,"TESTER, CONVERTIBLE SOFA BEDSPRING",,,
11057,"TESTER, ELECTRICAL CONTINUITY",,,
11058,"TESTER, ELECTRONIC SCALE",,,
11059,"TESTER, MOTORS AND CONTROLS",,,
11060,"TESTER, REGULATOR",,,
11061,"TESTER, ROCKET MOTOR",,,
11062,"TESTER, SEMICONDUCTOR PACKAGES",,,
11063,"TESTER, SEMICONDUCTOR WAFERS",,,
11064,"TESTER, SOUND",,,
11065,"TESTER, WAFER SUBSTRATE",,,
11066,"TESTER, WASTE DISPOSAL LEAKAGE",,,
11067,"TESTER-OPERATOR HELPER",,,
11068,"TESTING AND ANALYSIS DEPARTMENT SUPERVISOR",,,
11069,"TESTING-AND-REGULATING TECHNICIAN",,,
11070,"TESTING-MACHINE OPERATOR",,,
11071,"TEST-SKEIN WINDER",,,
11072,"TETRYL-DISSOLVER OPERATOR",,,
11073,"TETRYL-SCREEN OPERATOR",,,
11074,"Textile Consultant",,,
11075,"Textile Engineer",,,
11076,"Textile Technician",,,
11077,"Textile Worker",,,
11078,"TEXTURING-MACHINE FIXER",,,
11079,"Thatcher",,,
11080,"THAW-SHED HEATER TENDER",,,
11081,"Theatre Manager",,,
11082,"Theatre Technician",,,
11083,"Theatrical Agent",,,
11084,"Therapist",,,
11085,"THERMAL CUTTER, HAND I",,,
11086,"THERMAL CUTTER, HAND II",,,
11087,"Thermal Engineer",,,
11088,"Thermal Insulator",,,
11089,"THERMAL MOLDER",,,
11090,"THERMAL-CUTTING-MACHINE OPERATOR",,,
11091,"THERMAL-SURFACING-MACHINE OPERATOR",,,
11092,"THERMOMETER MAKER",,,
11093,"THERMOMETER PRODUCTION WORKER",,,
11094,"THERMOMETER TESTER",,,
11095,"THERMOSCREW OPERATOR",,,
11096,"THERMOSTAT REPAIRER",,,
11097,"THERMOSTAT-ASSEMBLY-MACHINE-TENDER, AUTOMATIC",,,
11098,"THICKENER OPERATOR",,,
11099,"THINNER",,,
11100,"THIRD DRY-CELL-ASSEMBLING-MACHINE TENDER",,,
11101,"THIRD HELPER",,,
11102,"THIRD-RAIL INSTALLER",,,
11103,"THRASHER FEEDER",,,
11104,"THREAD CUTTER",,,
11105,"THREAD INSPECTOR",,,
11106,"THREAD LASTER",,,
11107,"THREAD MARKER",,,
11108,"THREAD SEPARATOR",,,
11109,"THREAD WINDER, AUTOMATIC",,,
11110,"THREAD-CUTTER TENDER",,,
11111,"THREADER",,,
11112,"THREADING-MACHINE FEEDER, AUTOMATIC I",,,
11113,"THREADING-MACHINE OPERATOR",,,
11114,"THREADING-MACHINE SETTER",,,
11115,"THREADING-MACHINE TENDER",,,
11116,"THREAD-MILLING-MACHINE SET-UP OPERATOR",,,
11117,"THREAD-PULLING-MACHINE ATTENDANT",,,
11118,"THRESHER, BROOMCORN",,,
11119,"THRESHING-MACHINE OPERATOR",,,
11120,"THRILL PERFORMER",,,
11121,"THROWER",,,
11122,"THROW-OUT CLERK",,,
11123,"TICKET AGENT",,,
11124,"TICKET BROKER",,,
11125,"Ticket Inspector",,,
11126,"TICKET MARKER",,,
11127,"TICKET PRINTER AND TAGGER",,,
11128,"TICKET PULLER",,,
11129,"TICKET SCHEDULER",,,
11130,"TICKET SELLER",,,
11131,"TICKET TAKER",,,
11132,"TICKET TAKER, FERRYBOAT",,,
11133,"TICKET WORKER",,,
11134,"TICKET-CHOPPER ASSEMBLER",,,
11135,"TICKET-DISPENSER CHANGER",,,
11136,"TICKETER",,,
11137,"TICKETING CLERK",,,
11138,"TIE BINDER",,,
11139,"TIE INSPECTOR",,,
11140,"TIE PRESSER",,,
11141,"TIER",,,
11142,"TIER-AND-DETONATOR",,,
11143,"TIE-UP WORKER",,,
11144,"TIGHTENING-MACHINE OPERATOR",,,
11145,"TILE DECORATOR",,,
11146,"TILE FINISHER",,,
11147,"TILE GRINDER",,,
11148,"TILE SETTER",,,
11149,"TILE SETTER APPRENTICE",,,
11150,"TILE SHADER",,,
11151,"TILE SORTER",,,
11152,"TILE-CONDUIT LAYER",,,
11153,"TILE-POWER-SHEAR OPERATOR",,,
11154,"Tiler",,,
11155,"TIMBER FRAMER",,,
11156,"Timber Inspector",,,
11157,"TIMBER PACKER",,,
11158,"Timber Worker",,,
11159,"TIMBER-FRAMER HELPER",," FICTION AND NONFICTION)",
11160,"TIMBER-SIZER OPERATOR",,,
11161,"TIMEKEEPER",,,
11162,"TIME-STUDY ENGINEER",,,
11163,"TIMING ADJUSTER",,,
11164,"TIN RECOVERY WORKER",,,
11165,"TIN ROLLER, HOT MILL",,,
11166,"TIN STACKER",,,
11167,"TIN-CONTAINER STRAIGHTENER",,,
11168,"TINNING-EQUIPMENT TENDER",,,
11169,"TINNING-MACHINE SET-UP OPERATOR",,,
11170,"TINSEL-MACHINE OPERATOR",,,
11171,"TINTER",,,
11172,"TIN-WHIZ-MACHINE OPERATOR",,,
11173,"TIP BANDER",,,
11174,"TIP FINISHER",,,
11175,"TIP INSERTER",,,
11176,"TIP PRINTER",,,
11177,"TIP STRETCHER",,,
11178,"TIP-LENGTH CHECKER",,,
11179,"TIP-OUT WORKER",,,
11180,"TIPPER",,,
11181,"TIPPING-MACHINE OPERATOR",,,
11182,"TIPPLE OPERATOR",,,
11183,"TIPPLE TENDER",,,
11184,"TIRE ADJUSTER",,,
11185,"TIRE BALANCER",,,
11186,"TIRE BUFFER",,,
11187,"TIRE BUILDER",,,
11188,"TIRE BUILDER, AUTOMOBILE",,,
11189,"TIRE CLASSIFIER",,,
11190,"TIRE GROOVER",,,
11191,"TIRE INSPECTOR",,,
11192,"TIRE MOLDER",,,
11193,"TIRE MOUNTER",,,
11194,"TIRE RECAPPER",,,
11195,"TIRE REPAIRER",,,
11196,"TIRE SETTER",,,
11197,"TIRE SORTER",,,
11198,"TIRE TECHNICIAN",,,
11199,"TIRE TRIMMER, HAND",,,
11200,"TIRE VULCANIZER",,,
11201,"TIRE-BLADDER MAKER",,,
11202,"TIRE-FABRIC-IMPREGNATING-RANGE OPERATOR, CHIEF",,,
11203,"TIRE-REGROOVING-MACHINE OPERATOR",,,
11204,"TIRE-SERVICE SUPERVISOR",,,
11205,"TITLE ATTORNEY",,,
11206,"TITLE CLERK",,,
11207,"TITLE EXAMINER",,,
11208,"TITLE SEARCHER",,,
11209,"TITLE SUPERVISOR",,,
